timestamp,subcarrier_0,subcarrier_1,subcarrier_2,subcarrier_3,subcarrier_4,subcarrier_5,subcarrier_6,subcarrier_7,subcarrier_8,subcarrier_9,subcarrier_10,subcarrier_11,subcarrier_12,subcarrier_13,subcarrier_14,subcarrier_15,subcarrier_16,subcarrier_17,subcarrier_18,subcarrier_19,subcarrier_20,subcarrier_21,subcarrier_22,subcarrier_23,subcarrier_24,subcarrier_25,subcarrier_26,subcarrier_27,subcarrier_28,subcarrier_29,subcarrier_30,subcarrier_31,subcarrier_32,subcarrier_33,subcarrier_34,subcarrier_35,subcarrier_36,subcarrier_37,subcarrier_38,subcarrier_39,subcarrier_40,subcarrier_41,subcarrier_42,subcarrier_43,subcarrier_44,subcarrier_45,subcarrier_46,subcarrier_47,subcarrier_48,subcarrier_49,subcarrier_50,subcarrier_51,subcarrier_52,subcarrier_53,subcarrier_54,subcarrier_55,subcarrier_56,subcarrier_57,subcarrier_58,subcarrier_59,subcarrier_60,subcarrier_61,subcarrier_62,subcarrier_63,subcarrier_64,subcarrier_65,subcarrier_66,subcarrier_67,subcarrier_68,subcarrier_69,subcarrier_70,subcarrier_71,subcarrier_72,subcarrier_73,subcarrier_74,subcarrier_75,subcarrier_76,subcarrier_77,subcarrier_78,subcarrier_79,subcarrier_80,subcarrier_81,subcarrier_82,subcarrier_83,subcarrier_84,subcarrier_85,subcarrier_86,subcarrier_87,subcarrier_88,subcarrier_89,subcarrier_90,subcarrier_91,subcarrier_92,subcarrier_93,subcarrier_94,subcarrier_95,subcarrier_96,subcarrier_97,subcarrier_98,subcarrier_99,subcarrier_100,subcarrier_101,subcarrier_102,subcarrier_103,subcarrier_104,subcarrier_105,subcarrier_106,subcarrier_107,subcarrier_108,subcarrier_109,subcarrier_110,subcarrier_111,subcarrier_112,subcarrier_113,subcarrier_114,subcarrier_115,subcarrier_116,subcarrier_117,subcarrier_118,subcarrier_119,subcarrier_120,subcarrier_121,subcarrier_122,subcarrier_123,subcarrier_124,subcarrier_125,subcarrier_126,subcarrier_127,subcarrier_128,subcarrier_129,subcarrier_130,subcarrier_131,subcarrier_132,subcarrier_133,subcarrier_134,subcarrier_135,subcarrier_136,subcarrier_137,subcarrier_138,subcarrier_139,subcarrier_140,subcarrier_141,subcarrier_142,subcarrier_143,subcarrier_144,subcarrier_145,subcarrier_146,subcarrier_147,subcarrier_148,subcarrier_149,subcarrier_150,subcarrier_151,subcarrier_152,subcarrier_153,subcarrier_154,subcarrier_155,subcarrier_156,subcarrier_157,subcarrier_158,subcarrier_159,subcarrier_160,subcarrier_161,subcarrier_162,subcarrier_163,subcarrier_164,subcarrier_165,subcarrier_166,subcarrier_167,subcarrier_168,subcarrier_169,subcarrier_170,subcarrier_171,subcarrier_172,subcarrier_173,subcarrier_174,subcarrier_175,subcarrier_176,subcarrier_177,subcarrier_178,subcarrier_179,subcarrier_180,subcarrier_181,subcarrier_182,subcarrier_183,subcarrier_184,subcarrier_185,subcarrier_186,subcarrier_187,subcarrier_188,subcarrier_189,subcarrier_190,subcarrier_191,subcarrier_192,subcarrier_193,subcarrier_194,subcarrier_195,subcarrier_196,subcarrier_197,subcarrier_198,subcarrier_199,subcarrier_200,subcarrier_201,subcarrier_202,subcarrier_203,subcarrier_204,subcarrier_205,subcarrier_206,subcarrier_207,subcarrier_208,subcarrier_209,subcarrier_210,subcarrier_211,subcarrier_212,subcarrier_213,subcarrier_214,subcarrier_215,subcarrier_216,subcarrier_217,subcarrier_218,subcarrier_219,subcarrier_220,subcarrier_221,subcarrier_222,subcarrier_223,subcarrier_224,subcarrier_225,subcarrier_226,subcarrier_227,subcarrier_228,subcarrier_229,subcarrier_230,subcarrier_231,subcarrier_232,subcarrier_233,subcarrier_234,subcarrier_235,subcarrier_236,subcarrier_237,subcarrier_238,subcarrier_239,subcarrier_240,subcarrier_241,subcarrier_242,subcarrier_243,subcarrier_244,subcarrier_245,subcarrier_246,subcarrier_247,subcarrier_248,subcarrier_249,subcarrier_250,subcarrier_251,subcarrier_252,subcarrier_253,subcarrier_254,subcarrier_255,subcarrier_256,subcarrier_257,subcarrier_258,subcarrier_259,subcarrier_260,subcarrier_261,subcarrier_262,subcarrier_263,subcarrier_264,subcarrier_265,subcarrier_266,subcarrier_267,subcarrier_268,subcarrier_269,subcarrier_270,subcarrier_271,subcarrier_272,subcarrier_273,subcarrier_274,subcarrier_275,subcarrier_276,subcarrier_277,subcarrier_278,subcarrier_279,subcarrier_280,subcarrier_281,subcarrier_282,subcarrier_283,subcarrier_284,subcarrier_285,subcarrier_286,subcarrier_287,subcarrier_288,subcarrier_289,subcarrier_290,subcarrier_291,subcarrier_292,subcarrier_293,subcarrier_294,subcarrier_295,subcarrier_296,subcarrier_297,subcarrier_298,subcarrier_299,subcarrier_300,subcarrier_301,subcarrier_302,subcarrier_303,subcarrier_304,subcarrier_305,subcarrier_306,subcarrier_307,subcarrier_308,subcarrier_309,subcarrier_310,subcarrier_311,subcarrier_312,subcarrier_313,subcarrier_314,subcarrier_315,subcarrier_316,subcarrier_317,subcarrier_318,subcarrier_319,subcarrier_320,subcarrier_321,subcarrier_322,subcarrier_323,subcarrier_324,subcarrier_325,subcarrier_326,subcarrier_327,subcarrier_328,subcarrier_329,subcarrier_330,subcarrier_331,subcarrier_332,subcarrier_333,subcarrier_334,subcarrier_335,subcarrier_336,subcarrier_337,subcarrier_338,subcarrier_339,subcarrier_340,subcarrier_341,subcarrier_342,subcarrier_343,subcarrier_344,subcarrier_345,subcarrier_346,subcarrier_347,subcarrier_348,subcarrier_349,subcarrier_350,subcarrier_351,subcarrier_352,subcarrier_353,subcarrier_354,subcarrier_355,subcarrier_356,subcarrier_357,subcarrier_358,subcarrier_359,subcarrier_360,subcarrier_361,subcarrier_362,subcarrier_363,subcarrier_364,subcarrier_365,subcarrier_366,subcarrier_367,subcarrier_368,subcarrier_369,subcarrier_370,subcarrier_371,subcarrier_372,subcarrier_373,subcarrier_374,subcarrier_375,subcarrier_376,subcarrier_377,subcarrier_378,subcarrier_379,subcarrier_380,subcarrier_381,subcarrier_382,subcarrier_383
0.0632932186126709,47,-16,2,0,0,0,0,0,0,0,-2,-3,-6,-12,-6,-12,-7,-12,-7,-12,-7,-12,-7,-12,-7,-13,-8,-12,-8,-12,-9,-12,-9,-13,-10,-13,-10,-13,-10,-12,-10,-12,-10,-13,-11,-12,-11,-11,-11,-11,-12,-11,-12,-11,-12,-11,-13,-11,-14,-11,-14,-11,-13,-12,-7,-6,-15,-11,-15,-11,-16,-12,-17,-11,-16,-11,-17,-12,-17,-11,-17,-11,-17,-11,-17,-12,-18,-12,-17,-12,-17,-11,-18,-12,-18,-13,-18,-14,-18,-14,-17,-14,-17,-14,-17,-14,-17,-14,-16,-14,-16,-14,-16,-15,-15,-15,-15,-15,-4,-4,0,0,0,0,0,0,0,0,-1,-1,-1,-3,-4,-22,-5,-24,-6,-25,-6,-25,-9,-23,-10,-24,-11,-24,-11,-24,-11,-23,-12,-23,-13,-23,-13,-24,-13,-24,-14,-23,-15,-24,-16,-25,-16,-25,-16,-24,-16,-24,-18,-25,-19,-25,-19,-23,-19,-22,-19,-23,-20,-23,-21,-22,-22,-22,-23,-22,-24,-23,-24,-23,-25,-25,-26,-21,-27,-22,-28,-22,-29,-22,-29,-23,-29,-23,-29,-22,-29,-22,-30,-23,-31,-24,-31,-25,-31,-24,-31,-24,-31,-25,-31,-26,-30,-28,-31,-28,-30,-28,-30,-28,-30,-28,-29,-29,-27,-28,-26,-28,-26,-29,-26,-30,-26,-29,-7,-8,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,5,11,23,10,24,10,25,9,24,9,23,9,23,8,24,8,24,7,24,7,23,7,24,8,24,8,23,8,22,7,22,7,23,7,23,7,22,7,21,7,20,7,19,8,20,8,19,8,19,8,19,9,18,8,18,10,17,10,17,10,16,11,15,11,15,11,14,11,14,11,13,12,13,12,12,13,11,13,10,13,10,14,9,15,9,15,8,15,7,16,6,16,5,16,4,17,3,17,3,17,2,17,1,18,1,19,0,20,1,21,0,21,-1,21,-2,2,-1
0.16334867477416992,47,-16,2,0,0,0,0,0,0,0,0,3,4,12,4,11,4,11,4,12,5,12,5,12,5,12,5,12,6,12,7,12,7,12,7,13,7,12,7,12,7,12,8,13,9,12,9,12,9,12,9,12,9,11,9,11,10,11,11,11,12,12,12,13,6,6,13,12,12,12,13,12,14,12,14,12,14,12,14,13,14,13,14,13,14,13,15,13,14,13,14,13,14,13,15,14,15,15,15,15,14,15,14,15,14,15,13,15,12,15,12,16,13,16,12,16,11,16,2,4,0,0,0,0,0,0,0,0,-1,-1,0,2,1,21,3,22,5,23,6,23,6,22,7,22,7,22,8,23,8,23,9,23,10,23,10,23,10,23,11,23,12,23,13,24,14,24,14,23,14,23,15,24,16,24,16,23,16,22,17,22,16,22,18,22,19,22,20,22,21,23,21,24,23,25,23,22,24,22,25,23,26,23,26,23,26,23,26,24,26,23,27,23,28,25,28,26,27,26,28,26,28,27,28,28,28,29,27,29,27,30,26,30,25,30,24,29,23,29,22,29,23,30,22,30,21,30,5,7,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,-1,-4,-7,-12,-26,-11,-26,-10,-25,-9,-26,-9,-25,-9,-25,-8,-25,-8,-25,-8,-25,-7,-24,-8,-25,-8,-25,-8,-25,-7,-24,-7,-24,-7,-24,-8,-24,-8,-23,-8,-22,-7,-22,-7,-21,-8,-21,-8,-20,-9,-20,-10,-20,-10,-20,-9,-19,-11,-17,-11,-17,-12,-17,-12,-17,-12,-17,-11,-16,-11,-15,-13,-15,-14,-15,-15,-14,-15,-13,-15,-12,-15,-12,-16,-11,-16,-10,-16,-9,-17,-9,-18,-8,-18,-8,-18,-7,-18,-6,-18,-5,-19,-4,-20,-3,-20,-3,-21,-3,-21,-3,-21,-2,-22,-1,-22,0,-3,-1
0.2623295783996582,47,-16,2,0,0,0,0,0,0,0,-1,2,-1,10,-1,11,-1,11,-1,12,-1,11,0,11,0,12,0,12,0,12,1,12,1,13,1,13,1,13,1,12,1,12,2,13,2,13,2,12,3,12,3,13,2,13,3,13,4,12,4,13,4,14,4,14,2,7,5,15,5,14,5,15,6,15,6,15,6,15,6,16,6,16,5,16,5,16,5,16,6,16,6,17,5,17,5,17,5,18,5,18,4,18,4,18,3,18,3,18,3,17,2,17,2,17,2,17,2,17,0,4,0,0,0,0,0,0,0,0,-1,-1,-1,2,-5,18,-5,19,-5,20,-4,22,-3,21,-3,21,-2,21,-2,21,-1,21,-1,22,-1,22,-1,22,0,22,0,23,0,24,1,24,1,24,1,23,2,23,3,24,4,25,4,24,5,24,4,24,4,24,5,24,6,24,7,25,7,26,7,27,8,28,9,26,9,26,10,28,11,29,10,29,10,29,10,30,10,31,10,31,10,32,10,32,9,32,9,32,9,33,9,34,9,34,8,35,7,35,7,34,6,34,6,34,5,33,4,33,3,34,2,34,2,33,0,8,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-2,-6,-7,-22,-5,-22,-4,-24,-4,-25,-3,-24,-2,-23,-1,-22,-1,-21,-1,-21,-1,-23,-2,-24,-3,-26,-3,-25,-3,-22,-2,-20,-1,-22,-2,-23,-1,-22,-1,-20,0,-19,0,-20,-2,-20,-3,-20,-3,-19,-3,-19,-4,-19,-2,-18,-4,-18,-5,-18,-5,-17,-6,-17,-6,-17,-6,-17,-6,-17,-7,-16,-8,-16,-9,-16,-9,-15,-9,-14,-10,-14,-10,-14,-11,-14,-11,-13,-12,-12,-12,-12,-13,-11,-13,-11,-13,-10,-14,-9,-14,-9,-15,-9,-15,-9,-16,-9,-15,-10,-16,-10,-18,-8,-19,-7,-3,-1
0.38991832733154297,47,-16,2,0,0,0,0,0,0,0,2,-1,10,-4,10,-5,10,-5,11,-5,10,-5,10,-5,10,-6,10,-6,10,-6,10,-7,11,-7,11,-7,12,-7,11,-7,11,-7,11,-8,11,-8,11,-8,10,-9,10,-9,10,-8,10,-9,10,-9,10,-10,11,-10,11,-10,5,-6,11,-11,12,-11,12,-12,11,-12,11,-12,11,-12,12,-13,12,-12,12,-13,12,-13,13,-13,12,-12,12,-12,13,-12,14,-12,14,-12,14,-13,14,-12,14,-12,15,-11,15,-11,15,-11,15,-10,15,-10,15,-9,15,-9,3,-3,0,0,0,0,0,0,0,0,-1,-1,4,-1,38,-3,40,-4,43,-6,42,-8,40,-12,41,-12,42,-12,42,-13,41,-15,41,-16,41,-16,41,-17,42,-18,42,-20,44,-21,45,-23,44,-23,43,-23,43,-24,45,-26,46,-26,43,-27,42,-28,43,-29,43,-29,42,-30,42,-31,44,-35,46,-36,46,-36,48,-35,43,-38,44,-39,44,-41,45,-43,46,-42,47,-42,47,-43,47,-43,48,-44,50,-45,51,-45,50,-44,51,-45,53,-45,56,-45,56,-45,56,-45,56,-43,56,-40,56,-39,57,-40,57,-38,57,-35,58,-34,59,-34,60,-32,14,-8,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-11,5,-41,21,-42,20,-43,19,-44,20,-44,17,-42,15,-42,14,-42,14,-43,14,-44,14,-43,14,-43,14,-43,14,-42,13,-42,13,-42,12,-41,12,-40,11,-39,11,-38,12,-37,13,-35,14,-34,13,-35,12,-36,14,-35,16,-35,13,-32,16,-31,16,-30,18,-30,18,-31,19,-29,19,-28,20,-26,20,-24,21,-23,23,-23,23,-22,24,-22,25,-21,26,-20,26,-19,26,-18,28,-15,29,-12,29,-11,29,-11,30,-10,31,-9,31,-7,32,-7,33,-6,33,-6,33,-6,35,-6,37,-4,40,-1,5
0.5022566318511963,47,-16,2,0,0,0,0,0,0,0,2,-1,12,-3,12,-3,13,-3,13,-3,12,-4,13,-4,13,-5,13,-5,12,-5,13,-6,13,-6,13,-7,13,-7,13,-7,13,-7,13,-7,13,-8,13,-8,12,-9,12,-9,13,-8,12,-9,12,-9,13,-10,13,-10,13,-10,6,-6,13,-12,13,-12,14,-12,13,-13,13,-13,14,-13,15,-13,14,-13,14,-14,14,-14,15,-14,15,-14,14,-14,15,-14,16,-14,17,-14,17,-14,17,-13,17,-13,17,-13,17,-12,17,-12,17,-11,17,-11,17,-10,17,-10,4,-3,0,0,0,0,0,0,0,0,-1,-1,2,-1,20,-3,22,-4,23,-6,23,-7,23,-6,24,-6,24,-7,24,-8,24,-8,23,-8,23,-9,23,-10,23,-11,24,-11,25,-12,25,-13,25,-13,24,-13,24,-13,24,-15,24,-16,24,-16,23,-17,23,-16,23,-16,23,-16,23,-17,24,-19,24,-20,25,-21,25,-23,24,-22,24,-23,24,-24,25,-25,25,-25,26,-25,26,-25,27,-25,27,-25,28,-26,29,-26,28,-26,27,-27,28,-27,29,-27,30,-27,31,-26,31,-25,31,-25,31,-24,32,-23,31,-23,31,-23,31,-22,32,-20,32,-20,8,-5,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1,-7,2,-27,9,-27,8,-26,8,-26,9,-26,9,-24,7,-23,5,-23,4,-25,4,-24,5,-24,6,-24,7,-23,7,-24,5,-23,4,-24,6,-25,5,-24,5,-23,6,-21,6,-21,5,-21,5,-21,5,-21,5,-21,7,-21,7,-20,8,-18,7,-18,8,-18,9,-18,9,-18,9,-17,10,-16,10,-16,10,-15,11,-15,12,-14,12,-13,12,-13,13,-13,14,-12,14,-11,15,-10,15,-9,15,-8,15,-7,16,-7,17,-6,17,-6,17,-5,18,-4,18,-4,18,-2,19,-1,21,0,21,1,21,0,2
0.6233177185058594,47,-16,2,0,0,0,0,0,0,0,-3,0,-11,3,-11,3,-12,3,-12,3,-12,3,-12,3,-11,4,-11,4,-12,5,-12,5,-13,5,-13,5,-13,5,-13,5,-12,5,-13,6,-12,6,-12,7,-12,7,-12,7,-12,7,-12,7,-12,8,-12,9,-12,9,-12,9,-7,5,-13,10,-13,10,-13,10,-13,11,-13,11,-13,11,-13,11,-13,11,-13,11,-14,11,-14,11,-14,11,-14,11,-15,11,-15,11,-16,11,-16,11,-16,11,-16,11,-16,10,-16,10,-15,9,-15,9,-16,9,-16,8,-16,8,-4,1,0,0,0,0,0,0,0,0,-1,-1,-6,-1,-40,-5,-42,-4,-42,-2,-42,0,-42,7,-43,7,-44,7,-44,7,-44,8,-43,8,-43,9,-44,11,-45,13,-45,14,-46,15,-48,16,-48,16,-47,17,-46,18,-49,19,-49,20,-47,21,-46,23,-46,23,-46,23,-46,25,-47,26,-48,27,-50,28,-50,30,-53,28,-47,33,-48,35,-49,37,-50,38,-51,36,-51,36,-51,37,-51,36,-52,36,-56,38,-58,38,-57,38,-58,38,-60,37,-61,36,-63,36,-65,37,-65,37,-63,36,-64,35,-64,33,-62,30,-61,28,-63,27,-63,26,-63,24,-16,5,-1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,9,-5,40,-18,41,-18,43,-17,44,-16,42,-15,42,-14,43,-13,42,-12,43,-12,43,-11,43,-12,42,-13,41,-12,41,-12,40,-12,39,-10,38,-9,38,-10,38,-10,38,-10,37,-11,35,-13,34,-13,34,-13,35,-14,34,-14,35,-9,31,-15,32,-16,32,-17,30,-19,29,-20,29,-20,28,-21,26,-21,24,-21,24,-22,23,-23,21,-23,21,-25,21,-27,21,-27,19,-27,18,-28,16,-29,14,-29,12,-29,11,-30,11,-31,9,-31,8,-34,7,-35,7,-36,11,-36,11,-38,11,-40,9,-43,0,-6
0.7358181476593018,47,-16,2,0,0,0,0,0,0,0,-2,-3,-8,-9,-9,-8,-9,-8,-9,-9,-9,-9,-10,-8,-10,-8,-10,-8,-11,-8,-11,-8,-11,-8,-12,-8,-12,-8,-12,-8,-12,-8,-13,-8,-13,-7,-12,-7,-13,-7,-13,-7,-12,-7,-12,-6,-13,-6,-14,-6,-14,-7,-15,-8,-8,-4,-16,-6,-16,-6,-16,-6,-16,-6,-17,-6,-17,-6,-17,-6,-17,-6,-17,-6,-17,-6,-17,-7,-17,-7,-17,-7,-17,-7,-18,-7,-18,-8,-18,-8,-18,-8,-18,-9,-17,-9,-17,-9,-16,-9,-16,-10,-16,-10,-16,-10,-15,-10,-4,-3,0,0,0,0,0,0,0,0,-1,-1,-2,-3,-8,-18,-9,-20,-10,-21,-10,-20,-14,-18,-14,-18,-14,-18,-14,-18,-15,-18,-15,-18,-16,-18,-16,-18,-17,-17,-17,-18,-18,-19,-19,-19,-19,-18,-19,-17,-20,-17,-21,-17,-21,-17,-21,-16,-21,-15,-21,-16,-21,-15,-21,-15,-22,-15,-23,-15,-25,-15,-26,-15,-25,-17,-26,-14,-27,-14,-29,-13,-29,-14,-30,-15,-30,-15,-30,-15,-30,-15,-29,-15,-30,-16,-30,-17,-30,-16,-31,-17,-32,-18,-32,-19,-31,-19,-31,-20,-31,-19,-31,-20,-30,-20,-29,-20,-28,-21,-28,-21,-27,-21,-27,-22,-26,-23,-7,-6,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,3,17,14,17,14,16,14,16,15,15,15,15,15,15,14,14,14,13,14,13,14,14,15,14,16,13,15,13,15,13,14,14,15,13,15,13,14,12,13,13,12,13,12,13,12,12,12,13,12,13,12,14,11,13,13,13,10,13,9,14,9,14,8,14,8,14,7,14,7,14,6,15,6,15,5,15,4,14,4,15,3,15,3,16,2,16,2,15,1,15,0,15,-1,15,-1,15,-3,15,-3,15,-4,16,-5,16,-5,16,-6,18,-3,19,-5,19,-6,18,-6,2,-1
0.8521904945373535,47,-16,2,0,0,0,0,0,0,0,-4,0,-13,3,-13,3,-14,4,-14,4,-13,4,-13,5,-13,5,-13,5,-13,6,-14,7,-14,7,-14,7,-14,7,-14,7,-14,7,-14,8,-14,8,-13,8,-13,9,-13,9,-13,9,-13,9,-13,10,-13,11,-13,11,-13,11,-7,6,-13,12,-13,12,-14,13,-14,13,-13,13,-13,14,-13,14,-13,14,-14,14,-14,14,-14,15,-15,15,-15,14,-15,14,-15,15,-16,15,-16,15,-16,15,-15,14,-15,13,-16,13,-16,13,-16,12,-16,12,-17,11,-17,11,-5,2,0,0,0,0,0,0,0,0,-1,-1,-3,-1,-24,-1,-25,-1,-25,-1,-24,0,-24,4,-25,4,-25,5,-26,5,-25,6,-24,7,-25,8,-26,8,-26,9,-26,10,-27,10,-28,11,-28,11,-27,11,-27,12,-28,12,-28,12,-26,12,-26,13,-26,13,-26,13,-26,14,-26,16,-26,17,-27,17,-28,18,-31,17,-26,20,-27,20,-27,21,-28,22,-27,22,-28,22,-28,23,-28,23,-29,23,-30,23,-30,24,-30,24,-30,25,-31,25,-32,24,-33,23,-33,24,-33,23,-33,22,-33,21,-33,21,-33,20,-33,19,-33,19,-34,18,-34,17,-9,4,0,0,0,-1,0,-1,0,-1,-1,-1,0,0,0,0,0,0,-1,-1,5,-2,24,-8,24,-8,25,-8,25,-8,24,-7,23,-5,23,-5,23,-5,23,-5,23,-5,23,-5,23,-5,23,-6,23,-6,23,-6,23,-5,22,-5,21,-5,20,-5,21,-5,20,-5,19,-6,19,-6,19,-7,19,-8,19,-8,19,-8,17,-9,17,-9,18,-10,17,-10,17,-10,16,-11,15,-11,15,-11,14,-12,13,-13,13,-13,12,-13,12,-14,11,-15,11,-15,11,-15,10,-16,8,-16,8,-16,7,-17,6,-18,5,-18,4,-18,4,-19,3,-20,3,-20,3,-19,3,-21,3,-22,2,-23,0,-3
0.9609243869781494,47,-16,2,0,0,0,0,0,0,0,2,1,10,7,10,7,11,7,11,7,11,7,11,7,12,7,12,7,12,7,12,7,13,7,13,7,14,6,13,6,13,6,14,6,14,6,14,5,14,5,14,5,14,5,15,5,15,4,15,4,16,4,17,4,8,2,17,4,17,4,18,4,18,4,18,4,18,4,18,4,18,4,18,4,19,4,19,4,19,5,19,5,19,5,20,6,20,6,20,6,19,7,19,7,19,7,18,8,18,8,18,8,18,9,17,8,16,8,4,2,0,0,0,0,0,0,0,0,-1,-1,1,1,12,16,14,17,16,17,16,18,17,16,18,16,18,15,19,15,19,14,19,14,20,15,21,15,21,15,22,15,23,15,24,15,24,15,24,14,24,14,26,14,26,14,25,13,25,12,26,12,26,13,26,12,27,12,28,11,29,11,31,11,32,13,31,10,31,10,32,10,33,10,33,10,33,11,34,11,34,11,35,11,36,11,36,12,35,13,35,13,36,13,37,14,37,15,36,15,36,15,35,16,34,16,34,17,33,18,31,18,32,18,31,19,31,19,7,4,-1,-1,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-6,-3,-23,-12,-23,-12,-23,-12,-22,-13,-21,-13,-21,-14,-21,-14,-21,-14,-20,-15,-20,-15,-21,-15,-21,-16,-21,-15,-21,-14,-20,-14,-20,-14,-20,-14,-19,-13,-18,-12,-18,-12,-18,-11,-18,-11,-19,-11,-18,-10,-19,-10,-19,-10,-18,-12,-18,-9,-19,-8,-19,-7,-20,-7,-19,-7,-18,-6,-19,-5,-19,-5,-18,-5,-19,-4,-19,-3,-19,-2,-19,-1,-19,-1,-19,0,-19,1,-19,1,-19,2,-18,3,-18,4,-18,5,-17,6,-18,6,-18,7,-18,8,-18,8,-18,6,-19,8,-20,10,-19,11,-3,1
1.0799646377563477,47,-16,2,0,0,0,0,0,0,0,-2,-3,-7,-11,-8,-11,-8,-11,-8,-12,-8,-12,-8,-12,-9,-11,-9,-11,-10,-11,-10,-11,-10,-12,-11,-12,-11,-11,-12,-11,-12,-12,-12,-11,-12,-11,-12,-10,-12,-10,-12,-10,-12,-11,-12,-11,-13,-10,-14,-10,-15,-10,-15,-11,-8,-6,-16,-11,-16,-11,-17,-11,-16,-11,-16,-11,-17,-11,-17,-11,-17,-11,-17,-11,-17,-11,-17,-12,-17,-12,-17,-12,-18,-12,-18,-12,-18,-13,-18,-13,-18,-13,-17,-13,-16,-13,-16,-14,-15,-14,-15,-14,-15,-14,-15,-14,-15,-15,-4,-4,0,0,0,0,0,0,0,0,-1,-1,-1,-3,-5,-22,-5,-23,-5,-24,-5,-24,-10,-23,-11,-23,-11,-23,-11,-23,-12,-23,-13,-23,-13,-23,-14,-23,-14,-23,-15,-23,-15,-23,-17,-24,-18,-24,-18,-24,-18,-24,-19,-25,-19,-24,-19,-23,-19,-22,-18,-23,-18,-23,-20,-22,-21,-22,-22,-22,-23,-23,-24,-23,-22,-27,-25,-22,-25,-23,-27,-23,-28,-23,-27,-23,-28,-24,-28,-25,-28,-25,-28,-25,-28,-26,-29,-26,-29,-26,-29,-27,-30,-28,-30,-28,-30,-29,-29,-30,-28,-30,-27,-30,-26,-29,-25,-30,-24,-29,-24,-29,-24,-30,-24,-31,-23,-32,-6,-8,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,4,13,19,11,19,10,18,10,19,11,20,11,19,10,19,9,21,10,20,11,19,10,20,9,20,9,19,10,20,11,22,11,24,11,23,10,21,10,20,10,18,10,16,9,18,9,19,11,16,12,14,13,14,8,16,9,14,11,14,12,14,12,14,12,14,13,13,14,12,15,12,15,11,17,10,16,9,14,9,13,8,15,7,16,6,15,6,16,5,17,4,17,4,17,3,17,2,17,1,17,0,17,-1,17,-2,18,-2,19,0,21,0,21,-1,20,-3,2,-1
